CustomerID,Name,Gender,Email,DateOfRegistration,ShippingAddress,PreferredPaymentMethod,PreferredCategories,LoyaltyPoints,PhoneVerified,EmailVerified
CUST_022,Crystal Torres,Male,ellislisa@yahoo.com,2020-11-07,"24271 Atkins Loop Suite 185
South Johnmouth, MS 21553",Bank Transfer,Home Appliances,4095,Yes,Yes
CUST_023,Jennifer Arnold,Male,brandon14@bennett.org,2020-11-08,"89947 Price Glens Apt. 763
Lake Yolanda, MI 42079",Credit Card,Fashion,1539,Yes,No
CUST_024,Aaron Glenn,Female,rikhardsonsonya@gmail.com,2022-10-25,"900 Martinez Lock
South Pamelatown, VT 56617",Bank Transfer,Groceries,362,Yes,No
CUST_025,Sheila Green,Female,jeffery29@gmail.com,2021-03-06,"3880 Bradley Lights Apt. 050
Millerview, AZ 13977",Mobile Payment,Home Appliances,1730,No,Yes
CUST_027,John Hall,Female,ohunter@diaz-rocha.com,2023-12-16,"3223 Jason Points Apt. 931
East Matthew, KY 53566",Mobile Payment,Groceries,3666,No,No
CUST_028,Gene Pearson,Female,derdk40@hotmail.com,2021-08-30,unknown,Credit Card,Home Appliances,760,No,Yes
CUST_029,John Smith,Female,seanlyons@kim.com,2025-01-22,"953 Christopher Flats Apt. 049
North Zachary, OK 70254",Credit Card,Home Appliances,2781,No,Yes
CUST_030,Renee Robicson,Female,debrajohnson@hotmail.com,2020-12-09,"421 Eric Forest
Ashleyton, DE 12330",Mobile Payment,Groceries,3046,No,Yes
CUST_031,Bass Rhonda,Male,bassrhonda@yahoo.com,2023-09-03,"37562 Michele Mount Suite 204
North James, MS 23083",PayPal,Electronics,1373,Yes,Yes
CUST_032,Annette Pierce,Male,pagejacob@hbtmail.com,2021-01-19,"826 Lane Views Suite 123
Lake Albertview, NE 69909",Cred,Fashion,3587,No,Yes
CUST_033,Alex Medino,Female,patriciaharris@yahoo.com,2023-02-11,unknown,Credit Card,Home Appliances,1234,No,Yes
CUST_034,Joannz Wood,Female,williamssusan@gomez.org,2022-01-06,"USNS Little
FPO AA 21558",PayPal,Electronics,2334,Yes,No
CUST_035,Allen Rachel,Male,allenrachel@hotmail.com,2024-06-06,"2215 Cruz Plains Apt. 797
Lake Loretta, AR 06332",Crdit Card,Home Appliances,2598,No,No
CUST_036,Eric Davis,Female,xweaver@hotmail.com,2023-08-26,"456 Ronald Meadows Suite 367
North Brandonmouth, NJ 20410",PayPal,Home Appliances,3068,Yes,Yes
CUST_037,Tara Hunt,Female,sahah20@kim.info,2023-11-25,unknown,Credit Card,Fashion,3937,No,Yes
CUST_038,Manuel Tucker,Female,loweryan@gmail.com,2022-12-21,"PSC 7719, Box 0948
APO AA 31866",Pay,Books,285,Yes,No
CUST_040,Cory Murphy,Male,xjohnson@kaiser-lowe.biz,2021-01-19,unknown,Mobile Payment,Books,3454,No,Yes
CUST_042,Anna Garrett,Female,tiffany60@brocn.com,2021-08-01,"773 Stephanie Meadow
Gabrielside, AZ 23094",PayPal,Fashion,1339,Yes,No
CUST_043,Christina Hartman,Male,diana86@yahoo.com,2020-11-07,"182 Ferguson Ranch Suite 094
West Julie, VT 10326",BankTrans,Books,3212,Yes,Yes
CUST_044,Sandra Cole,Male,sherryross@hart-smith.net,2022-04-23,"23579 James Fords Apt. 756
Davidland, NC 58385",PayPal,Fashion,4238,Yes,Yes
CUST_045,Danny Lowe,Female,bonniereese@moore.com,2024-01-28,"910 Eric Oval
Lisaborough, NY 91332",PayPal,Groceries,871,No,Yes
CUST_046,Lauranzuniga,Female,pricemegan@gmail.com,2021-06-01,"508 Andrea Plain Suite 843
Lake Pedroborough, KS 59294",Bank Transfer,Books,3808,No,No
CUST_047,Nicjle Smith,Female,travis51@gmail.com,2024-03-12,"02267 Harris Circle Apt. 806
West Marissa, PA 43730",Crdit Card,Books,676,Yes,No
CUST_048,Felicia Fowlrr,Female,dominicduffy@yahoo.com,2021-05-22,"3625 Brandi Well Suite 253
Kristenfurt, AK 96332",Credit Card,Fashion,2836,Yes,No
CUST_049,Mr. Kyle Brooks,Male,amanda86@gmail.com,2022-02-25,"91675 Woodward Via Suite 975
Burnsport, TX 99789",Bank Transfer,Groceries,830,No,Yes
CUST_050,Ashley Flores,Male,janetclark@traa.org,2023-01-30,"660 Laura Avenue
Garyland, OK 45707",PayPal,Fashion,3213,No,No
CUST_051,Jay Reyes,Female,reedkelly@morrison.com,2020-01-31,"498 Jean Mall
Juanland, ND 16910",Bank Transfer,Fashion,100,Yes,No
CUST_052,Rachel Taylor,Female,joannchristensen@patrick.com,2021-02-01,"368 Kayla Light
West Andrew, NM 79689",PayPal,Groceries,1317,No,Yes
CUST_053,Ryqn Diaz,Male,scottcolleen@rack-salazar.com,2023-02-02,"671 Rebecca Cape Apt. 009
Riosville, OR 48529",Bank Transfer,Groceries,2663,Yes,No
CUST_054,Nicholas Stokes,Male,kimclaston@stevenson-powell.com,2022-06-13,"860 Brown Mall
Jasmineland, IN 82678",Mobile Payment,Electronics,1154,No,Yes
CUST_055,Briin Weeks,Male,unknown,2021-10-18,"77413 Wells Brook
East Christophermouth, DE 96242",PayPal,Groceries,4707,No,No
CUST_056,Cathy Mcfarlhnd,Female,ndoylejross.info,2021-12-31,"USS Jones
FPO AE 86408",PayPal,Fashion,4153,Yes,Yes
CUST_057,Justin Rivera,Female,blake53@gmail.com,2022-06-06,"85883 Kimberly Village
Port Patrick, MA 78289",Bank Transfer,Groceries,3145,Yes,Yes
CUST_059,Roberh Rose,Female,shawjerry@baird-ingram.org,2021-08-22,"6985 Mercado Estates Apt. 458
East Stephen, DC 27140",PayPal,Fashion,94,No,Yes
CUST_060,Brookegduffy,Female,zacharyreynolds@howard.info,2023-06-07,"22439 Wiggins Center Suite 797
Coxfurt, ID 77629",Bank Transfer,Fashion,3982,Yes,No
CUST_061,Adrianx Lopez,Female,ocruz@olsensnet,2020-06-08,"40751 John Inlet
Timothyland, NE 68365",Bank Transfer,Home Appliances,3290,No,No
CUST_062,George Coleman,Male,unknown,2023-01-19,"12490 Brown Track
New Josephstad, HI 24840",Mobile Payment,Electronics,3460,Yes,No
CUST_063,Corey Thomas,Female,qparsons@hotmail.com,2023-10-24,"902 Reilly Street
Williamberg, MS 32053",Bank Transfer,Fashion,546,Yes,No
CUST_064,James Sanders,Female,wardsarah@white-reid.com,2022-03-05,"203 Cheryl Parks
Kimberlyburgh, ID 09310",Credit Card,Fashion,2481,No,Yes
CUST_065,Paul Tucker,Male,ryan42@wooley.com,2020-04-14,"7397 Julie Road
East Markside, FL 08820",Mobile Payment,Fashion,3431,Yes,Yes
CUST_066,Michael Lynn,Female,unknown,2021-04-09,"902 Elizabeth Crescent
Joelmouth, IL 26131",Bank,Groceries,2218,No,Yes
CUST_067,David Perez,Female,danielsjean@perez.com,2021-07-03,"29414 Jonathan Crest Apt. 834
North Crystal, MT 44342",Bank Transfer,Groceries,949,Yes,No
CUST_068,Jonathay Larson,Female,wgillespie@yahoo.com,2021-01-03,"370 Joseph Knolls
Port Lisamouth, CA 81838",Bank Transfer,Electronics,5044,No,No
CUST_070,Althony Perry,Male,uan93@hotmail.com,2022-12-28,"5453 Sharp Haven
Harrisonchester, MO 65207",Pay,Fashion,4162,Yes,No
CUST_071,Bob Singleton,Male,jocelynyoung@hotmail.com,2024-09-28,"Unit 5464 Box 0286
DPO AA 30983",Credit,Fashion,3054,Yes,No
CUST_072,Dzniel Branch,Female,unknown,2022-08-05,"PSC 8894, Box 0463
APO AA 29942",Mobile Payment,Home Appliances,3879,Yes,Yes
CUST_073,Adam Gardner,Female,unknown,2021-09-26,"52015 Wong Brook
Stewartberg, IA 04793",PayPal,Electronics,2844,No,No
CUST_074,Ashley Mack,Male,ngutierrez@gmail.com,2022-12-19,"0203 Vasquez Plain Suite 224
Mackburgh, SC 49599",Crdit Card,Fashion,4382,No,No
CUST_075,Brenda Joyce,Male,unknown,2024-03-22,"4992 Olsen Fall Apt. 200
Davidshire, MN 94263",Mobile Payment,Fashion,2988,No,Yes
CUST_076,Scott Wall,Female,imurphyogmail.com,2022-05-01,"452 Allen Course
Nathanstad, NV 84905",Bank Transfer,Books,914,Yes,No
CUST_077,Samantha Humphrey,Female,devinstone@harrds.com,2022-05-02,unknown,PayPal,Groceries,1465,Yes,No
CUST_078,Martin Sandoval,Female,unknown,2022-04-11,"6595 Cross Common Apt. 105
Hoodside, OH 81690",PayPal,Electronics,3423,Yes,No
CUST_079,Crysial Beck,Male,vcardenas@yahoo.com,2022-04-12,"54466 Scott Lake Suite 950
South Davidbury, MA 07023",Bank Transfer,Home Appliances,4355,Yes,Yes
CUST_080,John Jordan,Female,qwolfe@miller.com,2023-10-24,"8937 Fisher Cove Apt. 397
North Timothy, WV 54860",Bank Transfer,Home Appliances,3141,No,Yes
CUST_081,Christopher Williams,Male,julierodriguez@hotmail.com,2024-08-21,"PSC 4174, Box 4239
APO AA 12982",PayPal,Home Appliances,655,Yes,No
CUST_082,Kenneth Jordan,Male,zwilliams@booth.com,2020-02-08,"3854 Sergio Canyon Suite 627
East Laurashire, MS 07161",Pay,Electronics,1231,Yes,Yes
CUST_083,Nicole Obrien,Female,shannonshaun@brown.info,2021-09-24,"8561 Tammy Lodge
Millerville, AZ 18445",Bank Transfer,Fashion,56,Yes,Yes
CUST_084,Meagan Greer,Male,kaitlynnguyen@hotmail.com,2021-05-08,"5661 Darius Grove
East Jasonview, AZ 42559",PayPal,Books,2761,No,Yes
CUST_085,Travis Scott,Male,ifrench@wong-alvarez.com,2022-12-24,"07956 Sarah Forks
Port Jenniferfort, IL 98281",Mobile Payment,Home Appliances,4834,Yes,No
CUST_086,Paul Gutierrez,Male,gberry@callahan.com,2022-12-03,"60304 Harmon Station Apt. 461
South Lisa, FL 45694",Bank Transfer,Fashion,2112,Yes,Yes
CUST_088,Robyn Kelly,Female,thernandez@stevens.net,2021-10-24,"USNV Hughes
FPO AE 07238",Credit,Home Appliances,4268,No,No
CUST_089,Lindsey Martinez,Female,steven17@ramos-bishop.com,2022-04-30,"2389 William Mountains Apt. 752
Schroedershire, SD 54224",PayPal,Home Appliances,3727,Yes,Yes
CUST_090,Danielle Roberts,Male,molinajames@gmail.com,2024-03-28,unknown,PayPal,Fashion,3562,No,Yes
CUST_091,Brittany Thompson,Male,ucolon@yahoo.com,2020-02-26,"99314 James Estate Apt. 857
Annamouth, IL 27771",PayPal,Electronics,397,Yes,Yes
CUST_092,Jamts Gardner,Female,breanna25@gmail.com,2022-02-27,"18144 Stout Tunnel
Jacquelinebury, FL 95949",Mobile Payment,Home Appliances,3807,No,No
CUST_093,Brian Banks,Male,mitchellcharles@lane.biz,2020-02-28,unknown,Bank Transfer,Fashion,2257,Yes,No
CUST_094,Pone,Female,joelbaker@gmail.com,2024-08-21,"USNS Mays
FPO AA 63966",Bank Transfer,Groceries,426,No,Yes
CUST_095,Julie Goodman,Male,xlongfhotmail.com,2024-08-22,"52887 Amanda Stravenue
Mannburgh, ID 49632",PayPal,Fashion,895,No,Yes
CUST_096,Emily Bishop,Male,ckelly@thomas.biz,2020-01-26,"16713 Julie Parkways
Jasonview, IA 74286",Cred,Home Appliances,4010,Yes,No
CUST_097,Stuart Elizabeth,Male,stuartelizabxth@wolf-castro.org,2021-12-12,"87489 Carter Common Suite 031
Walkershire, AR 67948",Bank Transfer,Groceries,3770,No,Yes
CUST_098,Htephen Gregory,Male,upril17@chandler-jordan.com,2021-07-18,"18712 Sanchez Turnpike
Jamesstad, MO 98862",Bank Transfer,Groceries,3007,Yes,Yes
CUST_099,Ricardo Hansen,Female,sdunn@hotmail.com,2022-10-18,"7308 Julie Branch Apt. 255
Melodymouth, AZ 14179",Bank Transfer,Home Appliances,360,No,Yes
CUST_100,Jesse Watkins Iii,Female,gregozy90@dixon.com,2020-05-19,"908 Jennifer Lock
Cameronport, CO 31820",Credit Card,Books,449,Yes,Yes
CUST_101,Joanna Hunter,Female,joannahunter@outlook.com,2025-01-21,Unit 7525 Box 6346 DPO AE 88862,Mobile Payment,Home Appliances,4385,Yes,Yes
CUST_102,Benjamin Fisher,Male,benjaminfisher@aol.com,2025-01-30,"0959 Michele Rest Carlsonport, MH 74174",Credit Card,Electronics,1152,No,Yes
CUST_103,Vicki Pierce,Female,vickipierce@gmail.com,2025-01-21,"998 Cox Station Kleinside, TX 05367",PayPal,Books,1970,Yes,No
CUST_104,Sandra Wells,Female,sandrawells@outlook.com,2025-01-18,"64964 Webb Valley Apt. 748 Nicholashaven, DE 95805",Credit Card,Home Appliances,388,No,No
CUST_105,Donald Hall,Male,donaldhall@yahoo.com,2025-01-17,"562 Russo Mountain Port Mariah, NV 49444",PayPal,Groceries,3229,No,No
CUST_106,Daniel Hill,Male,danielhill@hotmail.com,2025-01-06,"6914 Sarah Trace Jonathonchester, MO 66424",PayPal,Groceries,4198,Yes,Yes
CUST_107,Danielle Miller,Female,daniellemiller@aol.com,2025-01-20,"7943 Yolanda Mills North Barbara, MN 36702",Credit Card,Electronics,1259,Yes,No
CUST_108,Briana Frederick,Female,brianafrederick@hotmail.com,2025-01-14,"2529 Cooper Passage North Anthony, VT 66308",Mobile Payment,Groceries,3263,Yes,No
CUST_109,Travis Torres,Male,travistorres@live.com,2025-01-07,"20053 Bonnie Street Port Lisa, IA 17386",PayPal,Electronics,3399,Yes,Yes
CUST_110,Ricky Potts,Male,rickypotts@gmail.com,2025-01-22,USNV Rocha FPO AA 69026,Bank,Fashion,2798,Yes,No
CUST_111,Danielle Wilson,Female,daniellewilson@outlook.com,2025-01-02,USNS Greene FPO AP 73765,Mobile Payment,Electronics,966,No,No
CUST_112,Justin Gomez,Male,justingomez@live.com,2025-01-13,"5377 Megan Grove Suite 278 Stephaniemouth, DE 72008",PayPal,Groceries,4550,No,No
CUST_113,Mark Rhodes,Male,markrhodes@outlook.com,2025-01-21,"451 Collins Wells Apt. 512 Cabreraville, AR 78572",PayPal,Books,4916,Yes,No
CUST_114,Leslie Benton,Female,unknown,2025-01-15,"58946 Arthur Islands Matthewfort, IN 44077",BankTrans,Books,2726,No,Yes
CUST_115,Paul Bryant,Male,paulbryant@gmail.com,2025-01-10,"69409 Jenna Plain South Shannon, VA 71669",Credit Card,Fashion,4406,Yes,No
CUST_116,David Cole,Male,unknown,2025-01-21,"812 Rachel Inlet Apt. 087 West James, IN 95914",PayPal,Groceries,3566,Yes,Yes
CUST_117,John Middleton,Male,johnmiddleton@aol.com,2025-01-03,"54704 Frank Mountain Apt. 445 South Julie, IA 39369",Bank,Groceries,277,Yes,No
CUST_118,Charles Brooks,Male,charlesbrooks@yahoo.com,2025-01-28,"1364 Zimmerman Manors Suite 155 Robertton, MO 81460",Bank,Electronics,4116,Yes,No
CUST_119,Jaime Peterson,Male,jaimepeterson@yahoo.com,2025-01-06,"11873 Cristina Inlet Apt. 678 Peterside, OH 51621",Mobile Payment,Groceries,4337,No,Yes
CUST_120,Stephen David,Male,stephendavid@outlook.com,2025-01-12,"07165 Lopez Villages Suite 774 Lake Sean, OK 94309",Bank,Electronics,4253,Yes,Yes
CUST_121,Sarah Davidson,Female,sarahdavidson@hotmail.com,2025-01-13,"84627 Malik Mountain East Christy, PA 89972",Bank Transfer,Books,3413,No,Yes
CUST_122,Seth Greer,Male,sethgreer@yahoo.com,2025-01-07,"87855 Sandoval Underpass Apt. 971 Jeffreyhaven, TX 16579",Bank,Fashion,4322,No,Yes
CUST_123,Jennifer Lane,Female,jenniferlane@hotmail.com,2025-01-21,"39776 Taylor Station East Johnny, MD 82068",Credit Card,Electronics,1680,No,Yes
CUST_124,Kayla Logan,Female,kaylalogan@hotmail.com,2025-01-16,"43504 Sheri Dale Apt. 738 Sheilamouth, CT 05868",Credit Card,Books,3236,Yes,No
CUST_125,Jennifer Kennedy,Female,jenniferkennedy@gmail.com,2025-01-15,"17560 Travis Estate Jenningshaven, AL 79289",Bank Transfer,Fashion,1405,Yes,No
CUST_126,Alejandro Hoffman,Male,unknown,2025-01-01,"1297 Felicia Prairie Apt. 743 Lake Cassandrastad, TX 04830",Credit Card,Fashion,2492,No,Yes
CUST_127,Christopher Martinez,Male,christophermartinez@aol.com,2025-01-21,"4836 Davis Field Woodside, WA 04683",PayPal,Books,3525,No,Yes
CUST_128,Karen Hart,Female,karenhart@yahoo.com,2025-01-12,"73485 Landry Orchard Suite 233 Robertberg, MT 99876",Credit Card,Home Appliances,1593,Yes,No
CUST_129,Teresa Smith,Female,teresasmith@outlook.com,2025-01-15,USNV Ruiz FPO AE 19734,PayPal,Fashion,3737,Yes,Yes
CUST_130,Tara Kline,Female,tarakline@live.com,2025-01-17,"778 Lopez Garden South Veronica, OH 25366",Pay,Electronics,2575,No,No
CUST_131,Michael Parker,Male,michaelparker@aol.com,2025-01-03,"038 Janice Plains Apt. 289 Lauramouth, MI 13994",Cred,Fashion,4960,No,No
CUST_132,Cynthia Gentry,Female,cynthiagentry@hotmail.com,2025-01-26,"6011 Russell Tunnel Lisamouth, DE 33787",PayPal,Electronics,4279,No,No
CUST_133,Samuel Hall,Male,samuelhall@outlook.com,2025-01-11,"49528 Ana Ramp Apt. 515 New Samanthaview, AK 19889",Bank Transfer,Home Appliances,3248,No,Yes
CUST_134,Samuel Schwartz,Male,samuelschwartz@live.com,2025-01-12,"0147 Davies Stravenue South Lindsayville, ID 49254",PayPal,Groceries,3965,No,Yes
CUST_135,Steven Davis,Male,stevendavis@live.com,2025-01-09,"073 Jason Loaf Suite 981 South Jonathon, WA 99016",BankTrans,Books,3218,No,No
CUST_136,Tracy Whitaker,Female,tracywhitaker@yahoo.com,2025-01-02,"09659 Clark Landing Michaelview, MN 94231",Bank Transfer,Books,346,No,Yes
CUST_137,Patrick Wyatt,Male,patrickwyatt@aol.com,2025-01-11,"37092 Alvarez Hollow Michaeltown, NH 24456",Credit Card,Home Appliances,3422,Yes,No
CUST_138,Jeremy Gregory,Male,jeremygregory@gmail.com,2025-01-22,USNV Thompson FPO AE 74389,Mobile Payment,Electronics,2078,Yes,Yes
CUST_139,Amy Myers,Female,amymyers@hotmail.com,2025-01-27,"850 Jessica Summit Suite 924 Garrettland, VA 06846",Bank Transfer,Books,16,No,No
CUST_140,Taylor Campos,Female,taylorcampos@yahoo.com,2025-01-16,"2285 Mark Hollow Lake Jeffrey, WY 38013",Credit Card,Books,2973,No,Yes
CUST_141,Eddie Baker,Male,eddiebaker@gmail.com,2025-01-11,"04251 Laura Union Samanthastad, NJ 49645",Mobile Payment,Groceries,3328,No,Yes
CUST_142,Randall Smith,Male,randallsmith@hotmail.com,2025-01-07,"3520 Stevens Mews Apt. 494 West Barbarahaven, VA 08337",Bank Transfer,Electronics,4945,No,No
CUST_143,Steven Murphy,Male,stevenmurphy@aol.com,2025-01-14,"325 Melissa Stravenue Hernandezville, TX 23643",Mobile Payment,Home Appliances,527,Yes,No
CUST_144,Cassandra Bowen,Female,cassandrabowen@yahoo.com,2025-01-24,"7303 Rodriguez Lodge Richardsonton, CA 89902",PayPal,Electronics,127,Yes,No
CUST_145,Jackie Baker,Female,jackiebaker@hotmail.com,2025-01-18,"59920 May Ways Apt. 450 West Josephtown, VI 46414",Mobile Payment,Fashion,1614,No,No
CUST_146,Melissa Garcia,Female,melissagarcia@gmail.com,2025-01-21,"770 Courtney Crest Mckeeside, AS 53715",PayPal,Books,2083,No,No
CUST_147,Bruce Wood,Male,brucewood@hotmail.com,2025-01-11,"774 John Shores Suite 513 North Thomashaven, HI 24200",Cred,Home Appliances,3828,No,No
CUST_148,Eric Herring,Male,ericherring@gmail.com,2025-01-05,Unit 9939 Box 2130 DPO AA 28867,Bank Transfer,Home Appliances,4030,Yes,Yes
CUST_149,Jorge Hall,Male,jorgehall@outlook.com,2025-01-12,"816 Delgado Turnpike Apt. 288 Kristaburgh, ID 98938",Bank Transfer,Groceries,4345,No,No
CUST_150,Briana Huffman,Female,brianahuffman@aol.com,2025-01-22,"58706 Zamora Extension Apt. 266 Wangbury, MA 20287",PayPal,Home Appliances,990,No,Yes
CUST_151,Marilyn Strong,Female,marilynstrong@live.com,2025-01-13,"30853 Martinez Ville Levineborough, VA 82103",Credit Card,Electronics,2545,Yes,No
CUST_152,Maurice Sullivan,Male,mauricesullivan@hotmail.com,2025-01-13,"3455 Linda Road Apt. 102 Manuelton, WV 96674",PayPal,Groceries,2090,Yes,No
CUST_153,Tina Fischer,Female,tinafischer@aol.com,2025-01-20,"7986 Rebecca Square Apt. 367 South Blake, NM 43045",Cred,Books,817,No,Yes
CUST_154,Christopher Morris,Male,christophermorris@gmail.com,2025-01-04,Unit 9011 Box 4612 DPO AA 98858,Mobile Payment,Groceries,3838,No,Yes
CUST_155,Jeremy Rodriguez,Male,jeremyrodriguez@live.com,2025-01-12,"9168 Hale Highway Harristown, NV 29750",BankTrans,Electronics,2159,Yes,Yes
CUST_156,Ana James,Female,anajames@aol.com,2025-01-11,"5090 Toni Underpass Apt. 001 East Thomas, TN 52611",Credit Card,Groceries,1722,No,No
CUST_157,Heather Shea,Female,heathershea@gmail.com,2025-01-19,"6379 Roth Green Suite 583 Port Allison, MN 15032",Mobile Payment,Books,1354,Yes,Yes
CUST_158,Joseph Rodriguez,Male,josephrodriguez@aol.com,2025-01-16,"528 Jenkins Divide Suite 275 Lake Nicholas, KY 14283",Bank Transfer,Home Appliances,1315,No,No
CUST_159,David Fuller,Male,unknown,2025-01-10,Unit 7520 Box 0086 DPO AP 61995,PayPal,Electronics,2151,No,No
CUST_160,Tina Brown,Female,unknown,2025-01-07,"2790 Graham Station Strongstad, MT 54438",Mobile Payment,Home Appliances,2081,Yes,No
CUST_161,Lori Bryant,Female,loribryant@live.com,2025-01-24,"856 John Walks Mitchellland, VI 38902",PayPal,Books,932,Yes,Yes
CUST_162,Arthur Mills,Male,unknown,2025-01-30,"PSC 2977, Box 0052 APO AP 26252",Pay,Electronics,3701,Yes,No
CUST_163,Jennifer Price,Female,jenniferprice@live.com,2025-01-22,"431 Pacheco Plains Gregoryhaven, FM 31321",Bank Transfer,Home Appliances,245,No,No
CUST_164,Paul Cummings,Male,paulcummings@hotmail.com,2025-01-09,"914 Morgan Divide Port David, MP 36826",Mobile Payment,Groceries,4828,No,No
CUST_165,Cindy Hudson,Female,cindyhudson@aol.com,2025-01-15,"724 Amanda Lodge Lake Elizabethton, PA 88046",Cred,Groceries,3206,Yes,Yes
CUST_166,Nathan Long,Male,nathanlong@hotmail.com,2025-01-06,"818 Veronica Burgs Apt. 736 Jenkinsburgh, IL 33030",Bank Transfer,Books,4148,No,No
CUST_167,Diane Vaughan,Female,dianevaughan@aol.com,2025-01-02,"2007 Anita Ports Gomezfort, MP 69084",PayPal,Fashion,4939,No,Yes
CUST_168,Elizabeth Alvarez,Female,elizabethalvarez@hotmail.com,2025-01-29,"68485 Krystal Parks Suite 182 Port Briana, NM 46863",Crdit Card,Groceries,2788,No,Yes
CUST_169,Hannah Smith,Female,hannahsmith@outlook.com,2025-01-17,"27053 Saunders Junctions Suite 808 Port Leahberg, TN 42923",PayPal,Electronics,3580,Yes,No
CUST_170,Stephanie Orr,Female,stephanieorr@gmail.com,2025-01-09,"03073 Wright Garden Conleyville, CT 41984",Bank,Home Appliances,3370,Yes,No
CUST_171,Mark Chavez,Male,markchavez@yahoo.com,2025-01-07,"3082 Estrada Islands South Neil, MP 99410",PayPal,Books,215,No,Yes
CUST_172,Kathy Walters,Female,kathywalters@gmail.com,2025-01-13,USNS Daniel FPO AE 23713,Credit Card,Electronics,3479,No,Yes
CUST_173,Kelly Wade,Female,kellywade@outlook.com,2025-01-17,"29327 Perez Way Suite 881 Susantown, KY 03479",Credit Card,Groceries,3944,Yes,Yes
CUST_174,David Park,Male,davidpark@gmail.com,2025-01-15,"6201 Jessica Circles Suite 694 Yoderport, MO 94971",Mobile Payment,Fashion,3896,No,No
CUST_175,Patricia Walton,Female,patriciawalton@aol.com,2025-01-10,"40521 Baker Expressway Jacquelinefurt, SD 04004",Bank Transfer,Groceries,791,No,No
CUST_176,Sharon Holmes,Female,sharonholmes@gmail.com,2025-01-06,"7061 Samantha Turnpike Apt. 083 Lake Spencer, FL 78378",Mobile Payment,Books,1425,Yes,Yes
CUST_177,Christopher Rivas,Male,christopherrivas@yahoo.com,2025-01-16,"5903 Bill Roads Apt. 448 East Dale, MN 23521",Pay,Fashion,3880,Yes,Yes
