CustomerID,Name,Gender,Email,DateOfRegistration,ShippingAddress,PreferredPaymentMethod,PreferredCategories,LoyaltyPoints,PhoneVerified,EmailVerified
CUST_057,Justin Rivera,Female,blake53@gmail.com,6/6/2022,"85883 Kimberly Village
Port Patrick, MA 78289",Bank Transfer,Groceries,3145,Yes,Yes
CUST_059,Roberh Rose,Female,shawjerry@baird-ingram.org,8/22/2021,"6985 Mercado Estates Apt. 458
East Stephen, DC 27140",PayPal,Fashion,94,No,Yes
CUST_060,Brookegduffy,Female,zacharyreynolds@howard.info,6/7/2023,"22439 Wiggins Center Suite 797
Coxfurt, ID 77629",Bank Transfer,Fashion,3982,Yes,No
CUST_061,Adrianx Lopez,Female,ocruz@olsensnet,6/8/2020,"40751 John Inlet
Timothyland, NE 68365",Bank Transfer,Home Appliances,3290,No,No
CUST_062,George Coleman,Male,unknown,1/19/2023,"12490 Brown Track
New Josephstad, HI 24840",Mobile Payment,Electronics,3460,Yes,No
CUST_063,Corey Thomas,Female,qparsons@hotmail.com,10/24/2023,"902 Reilly Street
Williamberg, MS 32053",Bank Transfer,Fashion,546,Yes,No
CUST_064,James Sanders,Female,wardsarah@white-reid.com,3/5/2022,"203 Cheryl Parks
Kimberlyburgh, ID 09310",Credit Card,Fashion,2481,No,Yes
CUST_065,Paul Tucker,Male,ryan42@wooley.com,4/14/2020,"7397 Julie Road
East Markside, FL 08820",Mobile Payment,Fashion,3431,Yes,Yes
CUST_066,Michael Lynn,Female,unknown,4/9/2021,"902 Elizabeth Crescent
Joelmouth, IL 26131",Bank,Groceries,2218,No,Yes
CUST_067,David Perez,Female,danielsjean@perez.com,7/3/2021,"29414 Jonathan Crest Apt. 834
North Crystal, MT 44342",Bank Transfer,Groceries,949,Yes,No
CUST_068,Jonathay Larson,Female,wgillespie@yahoo.com,1/3/2021,"370 Joseph Knolls
Port Lisamouth, CA 81838",Bank Transfer,Electronics,5044,No,No
CUST_070,Althony Perry,Male,uan93@hotmail.com,12/28/2022,"5453 Sharp Haven
Harrisonchester, MO 65207",Pay,Fashion,4162,Yes,No
CUST_071,Bob Singleton,Male,jocelynyoung@hotmail.com,9/28/2024,"Unit 5464 Box 0286
DPO AA 30983",Credit,Fashion,3054,Yes,No
CUST_072,Dzniel Branch,Female,unknown,8/5/2022,"PSC 8894, Box 0463
APO AA 29942",Mobile Payment,Home Appliances,3879,Yes,Yes
CUST_073,Adam Gardner,Female,unknown,9/26/2021,"52015 Wong Brook
Stewartberg, IA 04793",PayPal,Electronics,2844,No,No
CUST_074,Ashley Mack,Male,ngutierrez@gmail.com,12/19/2022,"0203 Vasquez Plain Suite 224
Mackburgh, SC 49599",Crdit Card,Fashion,4382,No,No
CUST_075,Brenda Joyce,Male,unknown,3/22/2024,"4992 Olsen Fall Apt. 200
Davidshire, MN 94263",Mobile Payment,Fashion,2988,No,Yes
CUST_076,Scott Wall,Female,imurphyogmail.com,5/1/2022,"452 Allen Course
Nathanstad, NV 84905",Bank Transfer,Books,914,Yes,No
CUST_077,Samantha Humphrey,Female,devinstone@harrds.com,5/2/2022,unknown,PayPal,Groceries,1465,Yes,No
CUST_078,Martin Sandoval,Female,unknown,4/11/2022,"6595 Cross Common Apt. 105
Hoodside, OH 81690",PayPal,Electronics,3423,Yes,No
CUST_079,Crysial Beck,Male,vcardenas@yahoo.com,4/12/2022,"54466 Scott Lake Suite 950
South Davidbury, MA 07023",Bank Transfer,Home Appliances,4355,Yes,Yes
CUST_080,John Jordan,Female,qwolfe@miller.com,10/24/2023,"8937 Fisher Cove Apt. 397
North Timothy, WV 54860",Bank Transfer,Home Appliances,3141,No,Yes
CUST_081,Christopher Williams,Male,julierodriguez@hotmail.com,8/21/2024,"PSC 4174, Box 4239
APO AA 12982",PayPal,Home Appliances,655,Yes,No
CUST_082,Kenneth Jordan,Male,zwilliams@booth.com,2/8/2020,"3854 Sergio Canyon Suite 627
East Laurashire, MS 07161",Pay,Electronics,1231,Yes,Yes
CUST_083,Nicole Obrien,Female,shannonshaun@brown.info,9/24/2021,"8561 Tammy Lodge
Millerville, AZ 18445",Bank Transfer,Fashion,56,Yes,Yes
CUST_084,Meagan Greer,Male,kaitlynnguyen@hotmail.com,5/8/2021,"5661 Darius Grove
East Jasonview, AZ 42559",PayPal,Books,2761,No,Yes
CUST_085,Travis Scott,Male,ifrench@wong-alvarez.com,12/24/2022,"07956 Sarah Forks
Port Jenniferfort, IL 98281",Mobile Payment,Home Appliances,4834,Yes,No
CUST_086,Paul Gutierrez,Male,gberry@callahan.com,12/3/2022,"60304 Harmon Station Apt. 461
South Lisa, FL 45694",Bank Transfer,Fashion,2112,Yes,Yes
CUST_088,Robyn Kelly,Female,thernandez@stevens.net,10/24/2021,"USNV Hughes
FPO AE 07238",Credit,Home Appliances,4268,No,No
CUST_089,Lindsey Martinez,Female,steven17@ramos-bishop.com,4/30/2022,"2389 William Mountains Apt. 752
Schroedershire, SD 54224",PayPal,Home Appliances,3727,Yes,Yes
CUST_090,Danielle Roberts,Male,molinajames@gmail.com,3/28/2024,unknown,PayPal,Fashion,3562,No,Yes
CUST_091,Brittany Thompson,Male,ucolon@yahoo.com,2/26/2020,"99314 James Estate Apt. 857
Annamouth, IL 27771",PayPal,Electronics,397,Yes,Yes
CUST_092,Jamts Gardner,Female,breanna25@gmail.com,2/27/2022,"18144 Stout Tunnel
Jacquelinebury, FL 95949",Mobile Payment,Home Appliances,3807,No,No
CUST_093,Brian Banks,Male,mitchellcharles@lane.biz,2/28/2020,unknown,Bank Transfer,Fashion,2257,Yes,No
CUST_094,Pone,Female,joelbaker@gmail.com,8/21/2024,"USNS Mays
FPO AA 63966",Bank Transfer,Groceries,426,No,Yes
CUST_095,Julie Goodman,Male,xlongfhotmail.com,8/22/2024,"52887 Amanda Stravenue
Mannburgh, ID 49632",PayPal,Fashion,895,No,Yes
CUST_096,Emily Bishop,Male,ckelly@thomas.biz,1/26/2020,"16713 Julie Parkways
Jasonview, IA 74286",Cred,Home Appliances,4010,Yes,No
CUST_097,Stuart Elizabeth,Male,stuartelizabxth@wolf-castro.org,12/12/2021,"87489 Carter Common Suite 031
Walkershire, AR 67948",Bank Transfer,Groceries,3770,No,Yes
CUST_098,Htephen Gregory,Male,upril17@chandler-jordan.com,7/18/2021,"18712 Sanchez Turnpike
Jamesstad, MO 98862",Bank Transfer,Groceries,3007,Yes,Yes
CUST_099,Ricardo Hansen,Female,sdunn@hotmail.com,10/18/2022,"7308 Julie Branch Apt. 255
Melodymouth, AZ 14179",Bank Transfer,Home Appliances,360,No,Yes
CUST_100,Jesse Watkins Iii,Female,gregozy90@dixon.com,5/19/2020,"908 Jennifer Lock
Cameronport, CO 31820",Credit Card,Books,449,Yes,Yes
CUST_101,Joanna Hunter,Female,joannahunter@outlook.com,1/21/2025,Unit 7525 Box 6346 DPO AE 88862,Mobile Payment,Home Appliances,4385,Yes,Yes
CUST_102,Benjamin Fisher,Male,benjaminfisher@aol.com,1/30/2025,"0959 Michele Rest Carlsonport, MH 74174",Credit Card,Electronics,1152,No,Yes
CUST_103,Vicki Pierce,Female,vickipierce@gmail.com,1/21/2025,"998 Cox Station Kleinside, TX 05367",PayPal,Books,1970,Yes,No
CUST_104,Sandra Wells,Female,sandrawells@outlook.com,1/18/2025,"64964 Webb Valley Apt. 748 Nicholashaven, DE 95805",Credit Card,Home Appliances,388,No,No
CUST_105,Donald Hall,Male,donaldhall@yahoo.com,1/17/2025,"562 Russo Mountain Port Mariah, NV 49444",PayPal,Groceries,3229,No,No
CUST_106,Daniel Hill,Male,danielhill@hotmail.com,1/6/2025,"6914 Sarah Trace Jonathonchester, MO 66424",PayPal,Groceries,4198,Yes,Yes
CUST_107,Danielle Miller,Female,daniellemiller@aol.com,1/20/2025,"7943 Yolanda Mills North Barbara, MN 36702",Credit Card,Electronics,1259,Yes,No
CUST_108,Briana Frederick,Female,brianafrederick@hotmail.com,1/14/2025,"2529 Cooper Passage North Anthony, VT 66308",Mobile Payment,Groceries,3263,Yes,No
CUST_109,Travis Torres,Male,travistorres@live.com,1/7/2025,"20053 Bonnie Street Port Lisa, IA 17386",PayPal,Electronics,3399,Yes,Yes
CUST_110,Ricky Potts,Male,rickypotts@gmail.com,1/22/2025,USNV Rocha FPO AA 69026,Bank,Fashion,2798,Yes,No
CUST_111,Danielle Wilson,Female,daniellewilson@outlook.com,1/2/2025,USNS Greene FPO AP 73765,Mobile Payment,Electronics,966,No,No
CUST_112,Justin Gomez,Male,justingomez@live.com,1/13/2025,"5377 Megan Grove Suite 278 Stephaniemouth, DE 72008",PayPal,Groceries,4550,No,No
CUST_113,Mark Rhodes,Male,markrhodes@outlook.com,1/21/2025,"451 Collins Wells Apt. 512 Cabreraville, AR 78572",PayPal,Books,4916,Yes,No
CUST_114,Leslie Benton,Female,unknown,1/15/2025,"58946 Arthur Islands Matthewfort, IN 44077",BankTrans,Books,2726,No,Yes
CUST_115,Paul Bryant,Male,paulbryant@gmail.com,1/10/2025,"69409 Jenna Plain South Shannon, VA 71669",Credit Card,Fashion,4406,Yes,No
CUST_116,David Cole,Male,unknown,1/21/2025,"812 Rachel Inlet Apt. 087 West James, IN 95914",PayPal,Groceries,3566,Yes,Yes
CUST_117,John Middleton,Male,johnmiddleton@aol.com,1/3/2025,"54704 Frank Mountain Apt. 445 South Julie, IA 39369",Bank,Groceries,277,Yes,No
CUST_118,Charles Brooks,Male,charlesbrooks@yahoo.com,1/28/2025,"1364 Zimmerman Manors Suite 155 Robertton, MO 81460",Bank,Electronics,4116,Yes,No
CUST_119,Jaime Peterson,Male,jaimepeterson@yahoo.com,1/6/2025,"11873 Cristina Inlet Apt. 678 Peterside, OH 51621",Mobile Payment,Groceries,4337,No,Yes
CUST_120,Stephen David,Male,stephendavid@outlook.com,1/12/2025,"07165 Lopez Villages Suite 774 Lake Sean, OK 94309",Bank,Electronics,4253,Yes,Yes
CUST_121,Sarah Davidson,Female,sarahdavidson@hotmail.com,1/13/2025,"84627 Malik Mountain East Christy, PA 89972",Bank Transfer,Books,3413,No,Yes
CUST_122,Seth Greer,Male,sethgreer@yahoo.com,1/7/2025,"87855 Sandoval Underpass Apt. 971 Jeffreyhaven, TX 16579",Bank,Fashion,4322,No,Yes
CUST_123,Jennifer Lane,Female,jenniferlane@hotmail.com,1/21/2025,"39776 Taylor Station East Johnny, MD 82068",Credit Card,Electronics,1680,No,Yes
CUST_124,Kayla Logan,Female,kaylalogan@hotmail.com,1/16/2025,"43504 Sheri Dale Apt. 738 Sheilamouth, CT 05868",Credit Card,Books,3236,Yes,No
CUST_125,Jennifer Kennedy,Female,jenniferkennedy@gmail.com,1/15/2025,"17560 Travis Estate Jenningshaven, AL 79289",Bank Transfer,Fashion,1405,Yes,No
CUST_126,Alejandro Hoffman,Male,unknown,1/1/2025,"1297 Felicia Prairie Apt. 743 Lake Cassandrastad, TX 04830",Credit Card,Fashion,2492,No,Yes
CUST_127,Christopher Martinez,Male,christophermartinez@aol.com,1/21/2025,"4836 Davis Field Woodside, WA 04683",PayPal,Books,3525,No,Yes
CUST_128,Karen Hart,Female,karenhart@yahoo.com,1/12/2025,"73485 Landry Orchard Suite 233 Robertberg, MT 99876",Credit Card,Home Appliances,1593,Yes,No
CUST_129,Teresa Smith,Female,teresasmith@outlook.com,1/15/2025,USNV Ruiz FPO AE 19734,PayPal,Fashion,3737,Yes,Yes
CUST_130,Tara Kline,Female,tarakline@live.com,1/17/2025,"778 Lopez Garden South Veronica, OH 25366",Pay,Electronics,2575,No,No
CUST_131,Michael Parker,Male,michaelparker@aol.com,1/3/2025,"038 Janice Plains Apt. 289 Lauramouth, MI 13994",Cred,Fashion,4960,No,No
CUST_132,Cynthia Gentry,Female,cynthiagentry@hotmail.com,1/26/2025,"6011 Russell Tunnel Lisamouth, DE 33787",PayPal,Electronics,4279,No,No
CUST_133,Samuel Hall,Male,samuelhall@outlook.com,1/11/2025,"49528 Ana Ramp Apt. 515 New Samanthaview, AK 19889",Bank Transfer,Home Appliances,3248,No,Yes
CUST_134,Samuel Schwartz,Male,samuelschwartz@live.com,1/12/2025,"0147 Davies Stravenue South Lindsayville, ID 49254",PayPal,Groceries,3965,No,Yes
CUST_135,Steven Davis,Male,stevendavis@live.com,1/9/2025,"073 Jason Loaf Suite 981 South Jonathon, WA 99016",BankTrans,Books,3218,No,No
CUST_136,Tracy Whitaker,Female,tracywhitaker@yahoo.com,1/2/2025,"09659 Clark Landing Michaelview, MN 94231",Bank Transfer,Books,346,No,Yes
CUST_137,Patrick Wyatt,Male,patrickwyatt@aol.com,1/11/2025,"37092 Alvarez Hollow Michaeltown, NH 24456",Credit Card,Home Appliances,3422,Yes,No
CUST_138,Jeremy Gregory,Male,jeremygregory@gmail.com,1/22/2025,USNV Thompson FPO AE 74389,Mobile Payment,Electronics,2078,Yes,Yes
CUST_139,Amy Myers,Female,amymyers@hotmail.com,1/27/2025,"850 Jessica Summit Suite 924 Garrettland, VA 06846",Bank Transfer,Books,16,No,No
CUST_140,Taylor Campos,Female,taylorcampos@yahoo.com,1/16/2025,"2285 Mark Hollow Lake Jeffrey, WY 38013",Credit Card,Books,2973,No,Yes
CUST_141,Eddie Baker,Male,eddiebaker@gmail.com,1/11/2025,"04251 Laura Union Samanthastad, NJ 49645",Mobile Payment,Groceries,3328,No,Yes
CUST_142,Randall Smith,Male,randallsmith@hotmail.com,1/7/2025,"3520 Stevens Mews Apt. 494 West Barbarahaven, VA 08337",Bank Transfer,Electronics,4945,No,No
CUST_143,Steven Murphy,Male,stevenmurphy@aol.com,1/14/2025,"325 Melissa Stravenue Hernandezville, TX 23643",Mobile Payment,Home Appliances,527,Yes,No
CUST_144,Cassandra Bowen,Female,cassandrabowen@yahoo.com,1/24/2025,"7303 Rodriguez Lodge Richardsonton, CA 89902",PayPal,Electronics,127,Yes,No
CUST_145,Jackie Baker,Female,jackiebaker@hotmail.com,1/18/2025,"59920 May Ways Apt. 450 West Josephtown, VI 46414",Mobile Payment,Fashion,1614,No,No
CUST_146,Melissa Garcia,Female,melissagarcia@gmail.com,1/21/2025,"770 Courtney Crest Mckeeside, AS 53715",PayPal,Books,2083,No,No
CUST_147,Bruce Wood,Male,brucewood@hotmail.com,1/11/2025,"774 John Shores Suite 513 North Thomashaven, HI 24200",Cred,Home Appliances,3828,No,No
CUST_148,Eric Herring,Male,ericherring@gmail.com,1/5/2025,Unit 9939 Box 2130 DPO AA 28867,Bank Transfer,Home Appliances,4030,Yes,Yes
CUST_149,Jorge Hall,Male,jorgehall@outlook.com,1/12/2025,"816 Delgado Turnpike Apt. 288 Kristaburgh, ID 98938",Bank Transfer,Groceries,4345,No,No
CUST_150,Briana Huffman,Female,brianahuffman@aol.com,1/22/2025,"58706 Zamora Extension Apt. 266 Wangbury, MA 20287",PayPal,Home Appliances,990,No,Yes
CUST_151,Marilyn Strong,Female,marilynstrong@live.com,1/13/2025,"30853 Martinez Ville Levineborough, VA 82103",Credit Card,Electronics,2545,Yes,No
CUST_152,Maurice Sullivan,Male,mauricesullivan@hotmail.com,1/13/2025,"3455 Linda Road Apt. 102 Manuelton, WV 96674",PayPal,Groceries,2090,Yes,No
CUST_153,Tina Fischer,Female,tinafischer@aol.com,1/20/2025,"7986 Rebecca Square Apt. 367 South Blake, NM 43045",Cred,Books,817,No,Yes
CUST_154,Christopher Morris,Male,christophermorris@gmail.com,1/4/2025,Unit 9011 Box 4612 DPO AA 98858,Mobile Payment,Groceries,3838,No,Yes
CUST_155,Jeremy Rodriguez,Male,jeremyrodriguez@live.com,1/12/2025,"9168 Hale Highway Harristown, NV 29750",BankTrans,Electronics,2159,Yes,Yes
CUST_156,Ana James,Female,anajames@aol.com,1/11/2025,"5090 Toni Underpass Apt. 001 East Thomas, TN 52611",Credit Card,Groceries,1722,No,No
CUST_157,Heather Shea,Female,heathershea@gmail.com,1/19/2025,"6379 Roth Green Suite 583 Port Allison, MN 15032",Mobile Payment,Books,1354,Yes,Yes
CUST_158,Joseph Rodriguez,Male,josephrodriguez@aol.com,1/16/2025,"528 Jenkins Divide Suite 275 Lake Nicholas, KY 14283",Bank Transfer,Home Appliances,1315,No,No
CUST_159,David Fuller,Male,unknown,1/10/2025,Unit 7520 Box 0086 DPO AP 61995,PayPal,Electronics,2151,No,No
CUST_160,Tina Brown,Female,unknown,1/7/2025,"2790 Graham Station Strongstad, MT 54438",Mobile Payment,Home Appliances,2081,Yes,No
CUST_161,Lori Bryant,Female,loribryant@live.com,1/24/2025,"856 John Walks Mitchellland, VI 38902",PayPal,Books,932,Yes,Yes
CUST_162,Arthur Mills,Male,unknown,1/30/2025,"PSC 2977, Box 0052 APO AP 26252",Pay,Electronics,3701,Yes,No
CUST_163,Jennifer Price,Female,jenniferprice@live.com,1/22/2025,"431 Pacheco Plains Gregoryhaven, FM 31321",Bank Transfer,Home Appliances,245,No,No
CUST_164,Paul Cummings,Male,paulcummings@hotmail.com,1/9/2025,"914 Morgan Divide Port David, MP 36826",Mobile Payment,Groceries,4828,No,No
CUST_165,Cindy Hudson,Female,cindyhudson@aol.com,1/15/2025,"724 Amanda Lodge Lake Elizabethton, PA 88046",Cred,Groceries,3206,Yes,Yes
CUST_166,Nathan Long,Male,nathanlong@hotmail.com,1/6/2025,"818 Veronica Burgs Apt. 736 Jenkinsburgh, IL 33030",Bank Transfer,Books,4148,No,No
CUST_167,Diane Vaughan,Female,dianevaughan@aol.com,1/2/2025,"2007 Anita Ports Gomezfort, MP 69084",PayPal,Fashion,4939,No,Yes
CUST_168,Elizabeth Alvarez,Female,elizabethalvarez@hotmail.com,1/29/2025,"68485 Krystal Parks Suite 182 Port Briana, NM 46863",Crdit Card,Groceries,2788,No,Yes
CUST_169,Hannah Smith,Female,hannahsmith@outlook.com,1/17/2025,"27053 Saunders Junctions Suite 808 Port Leahberg, TN 42923",PayPal,Electronics,3580,Yes,No
CUST_170,Stephanie Orr,Female,stephanieorr@gmail.com,1/9/2025,"03073 Wright Garden Conleyville, CT 41984",Bank,Home Appliances,3370,Yes,No
CUST_171,Mark Chavez,Male,markchavez@yahoo.com,1/7/2025,"3082 Estrada Islands South Neil, MP 99410",PayPal,Books,215,No,Yes
CUST_172,Kathy Walters,Female,kathywalters@gmail.com,1/13/2025,USNS Daniel FPO AE 23713,Credit Card,Electronics,3479,No,Yes
CUST_173,Kelly Wade,Female,kellywade@outlook.com,1/17/2025,"29327 Perez Way Suite 881 Susantown, KY 03479",Credit Card,Groceries,3944,Yes,Yes
CUST_174,David Park,Male,davidpark@gmail.com,1/15/2025,"6201 Jessica Circles Suite 694 Yoderport, MO 94971",Mobile Payment,Fashion,3896,No,No
CUST_175,Patricia Walton,Female,patriciawalton@aol.com,1/10/2025,"40521 Baker Expressway Jacquelinefurt, SD 04004",Bank Transfer,Groceries,791,No,No
CUST_176,Sharon Holmes,Female,sharonholmes@gmail.com,1/6/2025,"7061 Samantha Turnpike Apt. 083 Lake Spencer, FL 78378",Mobile Payment,Books,1425,Yes,Yes
CUST_177,Christopher Rivas,Male,christopherrivas@yahoo.com,1/16/2025,"5903 Bill Roads Apt. 448 East Dale, MN 23521",Pay,Fashion,3880,Yes,Yes
